sim_results,sim_results_anti,total_overpacked_time,total_ride_time
0.13678061027423716,0.10780902677104474,87725,505063
0.1125395759378298,0.10875407947782684,88267,510031
0.07795615930842853,0.10198300283286119,59655,480242
0.10899099374141352,0.07891919449400969,60769,487908
0.12864077669902912,0.08698447235683908,73268,497040
0.10145357460694156,0.11249690670626082,73270,494076
0.13007924890212508,0.13925073210138342,72076,486306
0.1060909637347225,0.08056515857507891,71950,493456
0.12049757705949943,0.11114438289165045,75266,490736
0.12984181707564388,0.11732778735923709,75920,486269
0.10497009692720148,0.10309862054766317,57792,484207
0.10670519079406197,0.12391011907727567,75710,496930
0.09773760175797833,0.11620932673564252,73553,494563
0.1194785660566558,0.09771382733380127,74904,489632
0.0984735570745747,0.07609309972768843,59889,483693
0.11460707561193142,0.10762154409219052,69620,498032
0.12614112069400313,0.1334443267241814,70623,486483
0.08476226537566939,0.0778216429614407,42433,466241
0.07201169119129208,0.07249520734537383,60490,496025
0.1582691458568415,0.14432331565507758,88858,499536
0.08156063131065582,0.10672808350075955,73179,500761
0.10002993414488126,0.11021223470661673,73594,492628
0.07700842200816985,0.10672654791340767,58969,493071
0.08337968347069828,0.06444780635400908,60277,491395
0.08303996686684614,0.08025682182985554,58248,480452
0.11202199450137465,0.09793530970354447,73709,489757
0.06074396517609814,0.0833951992081168,59713,498095
0.11224595068606211,0.08848097349695783,59498,480004
0.10486603018170619,0.09921550530687587,59921,485789
0.13782716049382715,0.10315270935960591,84480,492260
0.0970436030127581,0.11580241852838696,59610,484336
0.11701381934708592,0.10561651385339947,72882,486750
0.10963317052894107,0.08514624752784428,59352,476523
0.09910991099109911,0.11631163116311631,72546,490527
0.10679462963908316,0.0863819582631767,61776,485114
0.09894586749503488,0.1090122199592668,59204,490088
0.10334361628022688,0.11397699546880447,74867,492784
0.11696787148594377,0.08522613065326633,60448,494500
0.09559230034678595,0.09134760325595417,59570,494952
0.10640225488222267,0.10589893295751963,71038,489461
0.11654668964818006,0.10893146796431467,72092,483795
0.11702443367296468,0.11709706144256456,73226,495896
0.14422130340618233,0.08537786974086117,74524,500310
0.09721305650032996,0.09355804863191025,60819,489999
0.05887353878852285,0.08498538400212596,42251,470000
0.09699267121556734,0.09811834737426223,57701,490002
0.11493422003758855,0.07384941267090314,76885,511665
0.10075630678645754,0.09650548557496952,58982,488623
0.1176700165869841,0.095979752749927,72621,503456
