sim_results,sim_results_anti,total_overpacked_time,total_ride_time
0.14058855639918613,0.11062078540261801,87725,493119
0.12119808553342597,0.10276618760624325,70727,482350
0.08425992043252066,0.12108036216686276,74269,487971
0.08749269122415351,0.09618344922766602,58849,467171
0.1291998970928737,0.10213837771152462,74923,481438
0.11968166513621059,0.1137987344355991,80101,482875
0.0926589317221836,0.09391202095248276,59058,466089
0.13025560772039646,0.11840941029511269,74051,477545
0.10202030886397292,0.11861352554589781,59010,477489
0.11673354526030538,0.10789268038551707,60072,485501
0.14361176935229067,0.10625615763546797,88926,502954
0.11937307297019527,0.1049794661190965,73324,484468
0.08406386975579211,0.08846093627681227,59687,480822
0.1314109061423069,0.1267062465113919,75997,493926
0.12441591784338896,0.11797608662185047,72715,484675
0.10230232315866236,0.08579311780936019,58023,481878
0.07930705657978385,0.12210258314326633,59746,476015
0.09113130346989744,0.11719745222929936,58073,474006
0.08926391763519609,0.054578211106401014,58309,477181
0.12847259180415113,0.11620242398469062,60096,471363
0.07734922128148845,0.08001673552638461,60476,477323
0.1001579295939681,0.12900922951404825,75810,487693
0.1226510406142655,0.11249747423721965,74362,490492
0.11532640500454042,0.13018079266757315,74580,490294
0.14531375703942076,0.09198753392982809,73480,495159
0.08401840649397653,0.11269577844621927,70617,481668
0.09631087063453025,0.11154300334579807,75977,508185
0.14121837515059452,0.10628499659846145,72635,473980
0.11626229845979498,0.12185696619950535,69552,486038
0.123141077170418,0.11415089603935545,74684,495130
0.1468396776319124,0.11875126492612831,75229,491247
0.09494608820072564,0.1178544061302682,72905,486758
0.09381351957054256,0.10117561381606326,71226,471773
0.09593386023294509,0.1377248622231465,59358,484075
0.12231379094512831,0.0990666875228114,71291,477190
0.112351001775298,0.12512680056806655,75313,489705
0.09458077709611452,0.15072908672294705,73687,485645
0.09577081917507449,0.11130298273155416,60952,481961
0.10598202824133504,0.12559667402350766,73732,483192
0.11009366333525195,0.09922067053716199,60595,480435
0.12207779121322047,0.10486797016730498,71179,493395
0.11958636224019659,0.12085660126031046,71983,485724
0.10999169090153718,0.09597137968579872,60000,486824
0.11443167305236271,0.08246106714322185,66812,485486
0.08695882852292021,0.11574024869805505,58161,469701
0.09347837401759225,0.08207365851124616,57775,478396
0.12905367448036362,0.11359461114513165,74049,487464
0.11549087321164282,0.11847290640394088,85721,499369
0.12089219330855018,0.12535274023466508,84579,496254
0.102239230490769,0.08814243569173438,58062,482829
0.09261253499892311,0.11116497010825659,58086,466655
0.13222838021541358,0.14452409607032599,71985,475435
0.08449653702717101,0.10370330956688305,57419,474194
0.0869337522911757,0.10776088096486629,57341,481137
0.12194748135281495,0.10642314167644508,75496,484044
0.12443588053344151,0.0968672503669214,73960,488166
0.14230068798057466,0.09901340753857829,74886,494692
0.11244019138755981,0.08854492391077758,70644,478688
0.1194486215538847,0.1024044977661764,72580,496764
0.12038646355178408,0.11844997699504116,74232,484430
0.15981849007679266,0.09716962328084512,87858,495314
0.1195048405015077,0.08778060144006777,59554,476840
0.09960661690538632,0.13816088471443722,72758,496582
0.10495426426267647,0.10117162761241293,59819,475816
0.0889601177026956,0.08414852214157989,58815,476035
0.09692387904066736,0.09215676042373323,59204,479498
0.14067233460373302,0.14758182706399608,94623,502803
0.12509876218066895,0.09223811527135044,58969,474425
0.09139141742522756,0.10576172383282152,57675,484811
0.08368831168831169,0.09699048807110557,59696,481063
0.13199059400879257,0.12055144243043145,72434,484245
0.1392691765653312,0.11655762455963764,75720,494626
0.1437441788264514,0.12288245350463659,74796,478605
0.15239682780219224,0.10956416464891042,88257,486341
0.1139390938351077,0.13500644777303838,85952,499022
0.12060711011510644,0.08564590865115332,73149,488458
0.0968836778771984,0.10285861447334535,72661,484567
0.12920108779311407,0.1278133811843117,81429,480704
0.09427627091967893,0.09947534102833158,59406,475525
0.10285926476049016,0.11706696357563226,60176,472811
0.1311659765884578,0.10112991461731172,73194,484818
0.10217344981887919,0.09020591059426011,60675,468301
0.12495482005473228,0.10337009172420901,74453,479744
0.09219299627237885,0.11855156127000788,72315,473118
0.1258687653311529,0.10474681927341474,74287,487580
0.11925703642384106,0.11165098728419312,72779,480631
0.15859978488315243,0.14003029266624323,96421,501732
0.11134272204992628,0.1285191584510621,72672,490497
0.11318433463194587,0.10293062813812891,73942,480789
0.11860187730124981,0.0906261347720081,71215,477984
0.09703991071903066,0.10896178917801685,60315,469082
0.10738218763510592,0.09118393348809588,58390,462819
0.14686069830822235,0.13629363449691992,75643,481803
0.09899223178668906,0.08460893269029146,60380,472701
0.10637220139803465,0.1475177304964539,73016,490394
0.12145931338204384,0.1372588323728389,87834,496647
0.10496897594995129,0.14467539132666155,75781,485068
0.12296243798724309,0.12953682611996964,75963,491038
0.11100968608955829,0.13291749074496678,73925,490896
0.12169285092881633,0.12038646355178408,75488,487144
0.10449897750511247,0.10487580496780129,68370,486409
0.09777123633305299,0.11056782334384858,62404,476376
0.11045149195438213,0.0999583289926034,69301,483419
0.09602930247372332,0.10860906049179457,59075,474725
0.09359816327620268,0.086893826105533,60266,468792
0.09539490878678585,0.08151747922871924,58320,481998
0.055934873949579834,0.1336664913203577,58154,481921
0.08313390906253251,0.06398252184769039,59914,484903
0.12869999479789834,0.09719694211867491,70608,476087
0.11297556857157934,0.1185286822523616,60075,475579
0.1163027434213875,0.11805696846388607,74623,484792
0.10330409953089945,0.12486605092616217,74756,487847
0.07752575060267368,0.07968672983186374,42436,463645
0.12133743506984719,0.12826842662098847,73602,498230
0.13627070128808014,0.13296214946110232,74614,488609
0.0996210925165772,0.0864463853519941,59834,479016
0.08745007357578306,0.10894368789105631,57777,478119
0.10712425788980315,0.11809999479735706,61186,480979
0.1026414694828225,0.10522415709522046,57635,476542
0.12485342849859801,0.1170207346273371,73408,486097
0.13039913921196905,0.13866557427415638,73440,484298
0.12523968109799172,0.09703789675531109,74822,493113
0.09355733662145499,0.133336758812044,73489,481053
0.12230253785680367,0.07455053513997996,58737,476654
0.10071758072783188,0.10634806686493693,71049,481949
0.09041095890410959,0.12279500816176084,59901,479158
0.11025768087215064,0.1261042183622829,84739,500521
0.10792293426746342,0.13074186729906687,69587,484863
0.11933480470153467,0.10655443206898321,74178,483090
0.14201299980303328,0.09543466509410782,86366,503438
0.10605008810807924,0.1287255635081722,58335,469823
0.10465593272484873,0.12022754061394968,74399,487869
0.09755575760817244,0.12206095013657543,57850,470903
0.13097327383041668,0.10606743824840924,74296,492742
0.08702322382690578,0.10670828483758332,58417,473414
0.10675257731958764,0.1111225646840532,74617,488380
0.07611327508158754,0.07234692802192012,59807,474823
0.1028927132918345,0.12506554798112218,61164,475232
0.11470692179532488,0.13316494064157616,72615,492551
0.10879042887559566,0.11374119316741853,73093,490672
0.12379869794357755,0.10876320696084525,72179,481675
0.14495733525239024,0.13707853618421054,73190,485361
0.10061407652338214,0.0833552044512099,56920,479435
0.1165892402217893,0.11395755305867665,71610,502293
0.1299033396409758,0.12487210967873952,75978,490904
0.13956021159630744,0.10363579863269111,73132,479526
0.08131946568777404,0.09801419163816427,62211,494849
0.0959546925566343,0.11565395388924801,58735,463629
0.11629082819294165,0.11696261445844083,88592,490655
0.08273684210526316,0.08092060322631496,57107,474221
0.11015525579027742,0.1420199755401549,72227,486237
0.08460856065646485,0.07935451671934786,42009,459936
0.09135789902280131,0.11670655328682723,68962,490347
0.11262623673553084,0.10109191572256113,74303,485286
0.096201632942847,0.10913795727840073,71927,489216
0.15585061415286688,0.13986882639371956,90247,493582
0.08161858294442087,0.08995382900811973,59451,473243
0.10114770459081836,0.11721520251710534,86188,493163
0.14111982527548894,0.1593554162936437,89409,495479
0.12067056776846434,0.10854101902102324,58104,475315
0.14982838382330996,0.14335403726708074,85891,492135
0.06403683164172858,0.11670588235294117,58484,479195
0.09323824617010038,0.0895932382461701,59906,473196
0.1108515057113188,0.12040359910542467,73295,479026
0.08907128742970057,0.11964421855146125,71339,490782
0.1240355142162562,0.10121500264131009,58632,475626
0.12038408498901884,0.14505415900265686,72678,481174
0.11033371923289878,0.15360217489805164,85660,489586
0.11284335560504825,0.11753188336773032,58518,475522
0.06704551663843505,0.0668598294336322,42213,463693
0.10045054269916036,0.10613038583563607,61708,494390
0.13558804054398207,0.09719892227136394,70800,488971
0.11886451612903226,0.09026667354412751,71075,483198
0.1138996138996139,0.1399134018467317,72338,476774
0.1239356178608515,0.12946127071536184,73064,479232
0.10321887313852925,0.11734275763163286,72764,484021
0.11873245086241477,0.09744849365883002,72581,494401
0.09547738693467336,0.08773121538300763,57536,482329
0.09322490305902628,0.0922447661589796,57936,471140
0.10278931118918344,0.11377787238571657,60165,469496
0.10309173330616819,0.10002546473134709,73279,492328
0.11787653539986294,0.11590992986341823,67699,470841
0.08818735057596175,0.11952386128927057,60993,459779
0.1573332022223315,0.10111918319261731,87354,502934
0.12146081247435371,0.11897683001845397,60390,489438
0.0925420168067227,0.08536201469045121,57475,481074
0.116532474503489,0.10002147535702781,61331,466999
0.11402763018065887,0.08931987247608926,58390,469298
0.06463552003432924,0.10232757696020595,51959,468417
0.11460718908692621,0.13079601990049752,76392,500096
0.1292503072511266,0.104834579534979,74308,480805
0.1021404821280133,0.13477243172951886,73833,476276
0.1068356256117035,0.09670771291668813,60498,485850
0.12318097970895675,0.11880934051834745,72414,487520
0.09181180968564145,0.0731318710499761,57293,474921
0.10350717984305771,0.09212069517006077,58713,470612
0.10377787892580792,0.0768841679312089,69240,492278
0.1256728778467909,0.09348983918506644,69026,484639
0.13695752420966337,0.10605207960300814,69551,486914
0.1135248041775457,0.13126142595978063,73116,471740
0.10582633626868729,0.10839788642076643,74685,483483
0.11202661207778915,0.12875338892014937,71302,488191
0.09882205775044303,0.09434060498776488,62317,482286
0.1164262212098203,0.11910544424205627,72429,492885
0.09208992506244797,0.06218133451562846,40663,457393
0.098401624407768,0.08895721507113451,58101,487594
0.0976996228018913,0.07022292993630573,60569,473137
0.09314165917939503,0.13688573711546145,76017,499303
0.13291491623222149,0.12148065626898927,76163,491691
0.12064630035846129,0.10637729192280965,60871,467374
0.11761658031088083,0.1144484722941481,73792,477801
0.10693301997649823,0.09889997441800973,73650,488040
0.1101535965935013,0.1278928136419001,73009,492777
0.1430576441102757,0.1378412221387428,85817,490879
0.08401596303297626,0.08728742389250473,58526,477729
0.1226694808784361,0.12048858952447974,73841,496563
0.1387584235246069,0.12496805520061334,72515,486747
0.11286475513828978,0.10124784417165467,73831,489895
0.13277056953780417,0.11377963011200834,74965,480274
0.11948849104859335,0.12376187072398652,73697,486249
0.10558220441726847,0.1151735781365411,58674,474521
0.13389078145968825,0.12058458996075191,74206,479554
0.09686393525543753,0.108,73237,487886
0.09813919259882253,0.11047428751708907,58379,478137
0.11713060992614781,0.11298734830880454,72465,480067
0.12688237688237688,0.11146188706145935,72568,486066
0.10115638171403869,0.08516958306329661,57350,462046
0.15939957112223016,0.14276235198040016,86532,480662
0.11054447277636119,0.1622554660529344,84310,494208
0.11609471158860958,0.08125,69904,479029
0.11166495375128468,0.11766824449475201,74495,481423
0.11325447992283873,0.09977151561309977,73492,490501
0.08065882851392861,0.1117342080203153,56950,471188
0.11688640973630832,0.10480969033500583,76466,492332
0.12355450480546847,0.12431152519689093,70835,485040
0.10269238704353208,0.11391752577319587,68484,482375
0.11220349563046192,0.11985446985446986,60147,484363
0.098380355276907,0.07493863909342524,59229,483076
0.08898952135221948,0.08871095190433546,56958,474526
0.10058286480631351,0.1305627258647393,71011,484351
0.10532876285447179,0.12810110781713216,60743,483864
0.10091743119266056,0.0842820999367489,58659,474711
0.08430974326928084,0.1310524941237921,71187,472315
0.09965726337991036,0.11451187335092348,61314,474021
0.10068493150684932,0.0805216748508369,58565,472504
0.06599529700439628,0.10225294418842806,59485,491838
0.10832190697183841,0.11396206533192835,57685,477401
0.11148010013794513,0.11064526025155946,72874,489931
0.07680811315719242,0.09246300945462316,59504,470996
0.12866874967986477,0.14871164387070335,75455,486551
0.0926759410801964,0.07871675293394148,70422,487356
0.14379288833437304,0.11293004885147075,75091,479494
0.1019939450882138,0.0765340701736093,57414,477805
0.09180362189887993,0.1111518708730741,59413,476296
0.10061966680211296,0.10373528217620788,72354,489821
0.11718102734051367,0.13780405580623412,74322,480390
0.1315296668637887,0.11698354841887498,85513,498340
0.11497192137986362,0.10599909788001805,73376,493646
0.08198841299399959,0.08145006981434555,59841,484674
0.11003790829308822,0.11852967135662738,70150,484108
0.15050233761066348,0.13986187708053857,89286,495464
0.11485108119135047,0.10439924555232706,73177,491550
0.07916206116111374,0.08219754775561754,58829,477488
0.11414023549379441,0.11354729371888571,60246,470088
0.1083001856271546,0.10769475864266369,57716,472747
0.13216422107469708,0.13302705461970393,81995,479706
0.11829204006325778,0.10821643286573146,59814,475392
0.11747703107257149,0.0932519147174498,72303,485631
0.11791359868183925,0.11709903232448013,76347,482864
0.14451760949815423,0.12135680891276236,81873,499991
0.1148446606862298,0.12306756551269704,74323,488663
0.092552865461232,0.08915601023017902,73913,486965
0.11518954248366013,0.09970751070719733,72910,476175
0.1464513892328265,0.12938846249071553,87909,493289
0.14078489816194734,0.13742544731610337,87531,497947
0.1053761242845462,0.10867897509333606,74157,487727
0.1054590570719603,0.10048094326937995,71446,479523
0.13745827984595635,0.09734786184210527,72170,490227
0.12354715861318562,0.14151270493833276,86009,502478
0.08883455582722087,0.11684146217289482,73877,488930
0.1080643529292725,0.12182766830454385,73059,492410
0.09115978979135231,0.07963358142924062,60286,482593
0.09040928527794746,0.1332926332926333,84001,485684
0.10213584370887742,0.09088610155775845,67813,495916
0.1076767164935394,0.11964684392125026,73021,485856
0.11276552495172273,0.11484251768177886,74179,486500
0.08120588079189003,0.07932372800255197,59388,468788
0.08388966516586452,0.12013054289266473,60221,490005
0.13749692648143594,0.11603105956359347,74315,506009
0.10157731855845063,0.12219002897392348,87654,494119
0.12540343571056742,0.11172428154935443,62047,483404
0.09318170175708211,0.07131130720295506,57718,490748
0.11624411263653672,0.10456598093326644,73643,497491
0.12441563960900978,0.08955303110733623,60021,473952
0.11267605633802817,0.11770110249081257,74453,486810
0.11633701123709768,0.12706396382665244,88475,483348
0.13804627249357326,0.10819570921438494,73990,480998
0.11011212731876195,0.11641359363702097,72786,480496
0.12787634809403112,0.1341724292323765,88970,496618
0.11611828825191764,0.12453268667272911,72484,490033
0.12621654501216545,0.09756221174801075,72153,492337
0.1210412365943306,0.11242573758936664,83983,491023
0.10558527052046904,0.11344235318317392,73860,482528
0.12391976116901482,0.12179151388161341,72870,471983
0.1150460593654043,0.11402070308496465,72067,485132
0.11135213304410702,0.12489015249418454,72312,480223
0.12218207724797721,0.11262086513994911,78054,490494
0.10837696335078534,0.11193600669211062,59097,480661
0.0851528384279476,0.09334752527940395,58889,472603
0.1303209592125242,0.10934799685781618,71482,475757
0.10165037317355198,0.1347357349460952,59233,477959
0.10393376924699431,0.08473772909205814,67557,472603
0.13104670558799,0.12238619179225113,72242,476152
0.12067285501820606,0.09591074261732944,73750,488951
0.13916087463852672,0.12202305387701214,76083,491184
0.11873692598864428,0.1495984436574051,86657,493628
0.09913568676455274,0.09281779440806569,55972,485279
0.13701784686240645,0.12541202323026213,60615,479159
0.12707068628459717,0.11957082430620035,71338,479007
0.11676877928229419,0.12927619733525386,72009,485478
0.09827851366770848,0.10100909678381469,73758,505858
0.11190463957252222,0.12278721329981016,74315,482571
0.14555679400141858,0.12356307287182863,87987,485249
0.09338480249590185,0.11425998516792032,60123,472112
0.11648618560874406,0.1006021962451293,74664,491008
0.11127027165293907,0.11167954161763953,75129,486690
0.09981972701519444,0.09714491857349,59641,485808
0.10089549201180421,0.13039938946832866,75441,489548
0.12772931269224952,0.14143094841930118,74344,491439
0.10551212468256735,0.10770072629589096,72702,500351
0.11728175108170018,0.13023563540129268,72959,489339
0.10150186473137789,0.13074828559903187,74725,492109
0.1158860453887011,0.12098937654254749,59596,469668
0.13805461612235626,0.13659767794043412,87015,488398
0.13419265122746965,0.11787031592452023,61266,469380
0.14559768797648115,0.11119414138394859,85623,496445
0.1350664478212527,0.08519538282325533,59712,471759
0.12718041522143467,0.1264518075318015,73807,495263
0.09602076124567474,0.11037044575615713,72511,492099
0.11221304873137333,0.10468277945619335,76366,500599
0.08876148006582789,0.07740563530037214,59227,469099
0.11297305556970406,0.12341901264789881,72389,489193
0.12416041090478072,0.1400138285262742,87156,495736
0.08973741911332157,0.09841065981698507,54519,468808
0.10958251759352347,0.11303015898167221,59240,475523
0.09310946358482337,0.08329706202393906,45259,464946
0.10637872425514897,0.10239368347408925,72449,498730
0.13968729036585995,0.1306369130636913,75190,484402
0.10357824907025832,0.13902586293649996,87535,487797
0.1334666333416646,0.1512907744646788,84948,495089
0.13076656260839403,0.1362172340320103,86429,499884
0.13045259062052017,0.10494491416858827,72040,486408
0.09464285714285714,0.10952505903962215,60747,477154
0.09952057320478373,0.09523308428917183,57905,478666
0.11218962835844908,0.09564145177719402,58440,465473
0.11212624584717608,0.10688885428022635,58622,488476
0.12395557367026697,0.11074287462397389,73810,491471
0.12142820234588952,0.11968772619170717,74714,479005
0.12880997887536466,0.1451621035647658,88107,496347
0.12464859437751004,0.11575885244257197,74205,493593
0.127238155601331,0.11012470936377088,60257,475919
0.09161854221944749,0.10362209634672348,59368,477415
0.14436813875382223,0.14145314145314145,86881,493379
0.14026542074655798,0.12366578960432904,84847,496088
0.09972834604534532,0.10040726817042607,59489,479611
0.10835261939827477,0.1025964469673079,59453,477213
0.11999585685431664,0.10793042758049487,70049,484323
0.1603482310067318,0.12611200970481196,86231,488805
0.07098153749869615,0.1074337022342869,58677,483874
0.11346143777161108,0.07974657032149964,60618,478479
0.12679588318269683,0.10097685838165386,58222,480510
0.09593565226655303,0.10848905499199146,57545,470744
0.09418339888221901,0.089977751332333,60514,489217
0.1186397471194045,0.09829539654996428,74226,486451
0.11630939341782716,0.10907859078590786,73620,473580
0.10382595648912228,0.1309833767274184,72888,494215
0.10190760512068006,0.11466193973157761,73238,492437
0.1072581484952619,0.1007175540765391,60886,482612
0.14931188018619712,0.1264437689969605,75088,491688
0.1149724433557869,0.12205447312047332,75882,489451
0.10292028413575374,0.10672560783075466,59560,479029
0.10491421630649324,0.1057726420353758,71785,492590
0.1276061291132881,0.1157290932877126,87365,486663
0.13172001837953745,0.1331527295031691,74373,485391
0.12146165723108594,0.11077382177402757,72074,482630
0.07995239080935625,0.12844796356673394,59153,487053
0.09883142063616832,0.11074423480083857,59398,475534
0.09365288385567554,0.12025716694772344,59044,476073
0.11787449710016197,0.10620855307816825,61188,479699
0.1242508782806365,0.1075229926630154,75455,481643
0.14881190095846644,0.10578216046615867,84776,496288
0.1453848868276453,0.1348954396573444,87670,487877
0.08826143790849673,0.0723691085797889,59679,480168
0.10960089594787212,0.12233256939139292,73953,486261
0.12054582904222451,0.10571281523417396,72638,482528
0.09533174619604595,0.08171186089836473,57892,485138
0.07587505538325211,0.07256637168141593,41953,458213
0.09131415074082028,0.10705844434894714,57365,473247
0.1452647278150634,0.12934506937192303,85409,499342
0.08452279505752024,0.1115786109927567,59010,475035
0.13624365482233503,0.10414447319028053,74903,487510
0.12558162805823786,0.09068148815782885,73111,497851
0.1487211543470334,0.12269012544896153,71515,479636
0.11827796069041205,0.09209673398155073,85365,494149
0.1120151468631665,0.11929141920950236,74949,481070
0.08078837961299594,0.0809008361976094,60560,490036
0.1409104673463208,0.13430797248077703,85340,488980
0.1249298290380199,0.12299219825608076,71303,486768
