sim_results,sim_results_anti,total_overpacked_time,total_ride_time
0.006701859077346798,0.007752293577981652,34188,568585
0.004316084301391248,0.004225804969914106,23146,565111
0.0023569341001225606,0.004903578669432788,21004,554733
0.0004776005349125991,0.0,6367,552045
0.0026488152571758814,0.002070891928337507,13050,539947
0.00043136503067484663,0.0,6256,548177
0.0017395392571697226,0.0018803177737037559,20782,558840
0.0036936936936936937,0.020660411403825334,30006,568558
0.0009531979792202841,0.00028570068091995617,6364,550685
0.0021535923753665687,0.003893010900430521,16562,570198
0.0005083179297597042,0.0018962168162057163,10240,571574
0.0,0.0,914,571745
0.0015806601580660158,0.0032094516024001114,25967,565903
0.0002918855808523059,0.0011658408627222385,7752,539237
0.0030913306359958174,0.003271240345297592,21899,576602
0.00014411298457991066,0.0003842828321644731,8142,547121
0.001717096714312233,0.003433078172117838,16143,567238
0.001030831224814919,0.000561981922914813,6841,555842
0.00302564595139756,0.0014392630972941854,9165,547172
0.020053824116676795,0.010228848821081831,53408,590424
0.0010892730286526167,0.0018934014957871818,12581,554964
0.00195340416408595,0.001572177227251072,16304,553267
0.005543334799824021,0.003782381140871707,25048,595578
0.00763184352435792,0.009565217391304347,46643,567781
0.0019236460491269607,0.0027114967462039045,14824,528794
0.0006342590495175101,0.000861717084675042,12480,577677
0.002651566221742843,0.003372302158273381,22597,581252
0.0005180127148575465,0.0011300499105377155,8584,558360
0.000643707756678468,0.0003673769287288758,14474,569377
0.002859908482928546,0.0021110036062978272,19464,593929
0.0031114463511220064,0.00282021151586369,29774,556042
0.002685404824777335,0.002776782515227517,37589,585601
0.0019952670409725767,0.0009294976065436631,13191,566583
0.00686380315130585,0.004008275148694078,32493,602367
0.010129035099308584,0.005191377034755829,41059,585082
0.004128206317547196,0.0031100589518637143,17606,561379
0.0005506607929515419,0.000825233816247937,8783,576517
0.0029053420805998124,0.004450274043191081,24060,560573
0.0030444126074498567,0.003626432664756447,29671,581332
0.002575871112776321,0.0010283256987940544,12992,559208
0.0007763598427871319,0.0006311905224315401,12197,539086
0.0,0.0,0,542781
0.015124994389838876,0.005330585916502419,35318,578896
